Mecanizados CNC Ltda,703
Mecanizados Insdustriales Precisión Ltda.,704
Medallas Colombianas S.A.S. - MECO,705
Media Commerce Partners S.A.S.,1101
Medro Wheels France S.A.S.,1100
Memorial Sloan Kettering Cancer Center - MSK,1624
Mendelova univerzita v Brně,1797
Mercado y Bolsa S.A.,706
Mercer (Colombia) Ltda.,1840
Merck KGaA,1099
Mercury Trade Finance Solutions,2088
Meridian Group S.A.S.,1824
Mersen Corporate Services S.A.S.,707
Mestrelab Research S.L.,1625
Meta Fish Food Company S.A.,1626
Metalarango’s Ltda.,1098
Metalicas Granobles S.A.S.,1097
Metalmecanica Mind S.A.S,1366
Metalquímica Colombiana Ltda.,708
Mexichem Colombia S.A.S.,709
MG Consultores S.A.S.,1367
MGM Ingeniería y Proyectos S.A.S.,710
MHEV Ingenieria S.A.S.,1368
Michelin Colombia,1096
Michigan State University,210
Microsoft Corporation,211
Mikra CAD CAM CAE Ltda.,712
Milenario S.A.S.,1369
Milsen S.A.,713
Mind Marketing Industrial S.A.S - MIND,714
Mindshare De Colombia LTDA.,1370
Minecoandina S.A.S.,715
Minería Inter American S.A.S.,716
Mineria Texas Colombia S.A.,1095
Minipak S.A.S.,717
Ministerio de Ambiente y Desarrollo Sostenible,1371
"Ministerio de Comercio, Industria y Turismo de Colombia",1627
Ministerio de Educación Nacional de Colombia,48
Ministerio de Hacienda y Crédito Público,1372
Ministerio de Minas y Energía ,2083
Ministerio de Relaciones Exteriores,2514
Ministerio de Salud y Protección Social,2509
Ministerio de Tecnologías de la Información y las Comunicaciones - MINTIC,533
Ministerio de Transporte,1094
Ministerio del Interior,1093
Minnesota Mining and Manufacturing Company - 3M,1897
Misión Diplomática de Palestina en Colombia,2513
Mississippi State University,972
Mixed Media Ltda,2073
MMM Münchener Medizin Mechanik GmbH,2393
Molas & Cueros S.A.S.,1540
Monash University,1744
Mondelez Colombia S.A.S.,1830
Mondragon Unibertsitatea - MU,1373
Montajes JM S.A.,718
Monterra. Productora y Comercializadora Agroindustrial Colombiana S.A.S.,1541
Moscow Technical University of Communications and Informatics,201
Mota Engil Engenharia E Construcao S.A.,1374
Motores Y Maquinas S.A. Motorysa,1375
Motorola Solutions Colombia Ltda.,719
Motriza S.A.,1092
Mottif S.A.S.,1376
Mountain Roses S.A.S.,1091
Movistar,835
MPS MAYORISTA DE COLOMBIA S.A.,2352
MTE Engineering AG,1090
Multidimensionales S.A.S.,557
Munich Zoo Hellabrunn,2305
Municipio de Providencia y Santa Catalina,2511
Murex,1089
Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science,2197
National Center for Agricultural Utilization Research - NCAUR,1956
National Center for Biotechnology Information - NCBI,1628
National Institute Of Standard and Technology - NIST,1886
National Instruments,2482
National Oceanic and Atmospheric Administration - NOAA,1629
Nature & Technology E.U.,720
Naval Postgraduate School,1942
Navitrans S.A.S.,721
NB Constructora S.A.S.,1088
Nedsun Ltda,558
NEIA S.A.S,2067
Nelson Aníbal Pinzón Casallas,2066
Neoingenieria P&T S.A.S.,1086
Nestle Purina Pet Care de Colombia S. A.,1085
Nestlé Waters H.Q.,722
NETAFIM COLOMBIA LTDA,2103
Networking Ingeniería S.A.S.,1377
Netze Ltda.,559
NeuroEconomix S.A.S.,888
New Mexico Institute of Mining and Technology - New Mexico Tech - New Mexico School of Mines,1378
New Trading International S.A.S.,1379
Newell Sanford S.A - Colombia,782
Newnet S.A.,1380
Non Plus Ultra S.A.,302
Norges teknisk-naturvitenskapelige universitet,1959
Normal Superior I.E.D,915
North Carolina State University,2131
Novambientti Soluciones Ambientales,2071
Novaplast S.A.,723
NOVASEC S.A.S.,2353
NOVATOURS LTDA,2354
Novosibirsk State Technical University,2389
NOVUS INGENIERIA S.A.S.,2355
NSDIS Animation Software S.A. - Naska Digital,896
"Nuance Communications, Inc.",970
Numatic International GmbH,340
Nutrianálisis Ltda,307
Nutricontrol,1630
Oasis IT S.A.S.,724
Observatorio Colombiano de Ciencia y Tecnología - OCyT,1631
Observatorio del Territorio - Unillanos,889
Observatorio TICUN.,725
Ocati S.A.,1381
OCC Consulting S.A.S.,1382
Occidental de Colombia - OXY,726
Occidental De Colombia Inc.,560
OCP Trace S.A.S.,727
Offenburg University of Applied Sciences,1523
Oficina Comercial de Taipei en Colombia,2105
Oficomco S.A.S.,1383
Ohio State University,212
Oilfield Services & Supplies S.A.S.,1542
Oinco S.A.S.,1384
Okayama University - Okayama Daigaku,1632
Olimpiada Iberoamericana de Física,2481
Omnicon S.A.,1082
ONF Andina,1633
Online4Biz S.A.S.,1081
Open Box Ltda.,1079
Open Market,729
Oportunidad Estratégica Ltda.,730
Oracle Corporation,1895
Orange S.A.,1078
Organización de las Naciones Unidas para el Desarrollo Industrial - ONUDI,1080
"Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura - UNESCO",2198
Organización Latinoamericana de Energía - OLADE,2199
Organización Suma S.A.S,817
Organización Terpel S.A,840
Organization of American States,2029
"ORI - Facultad de Ingeniería, Universidad Nacional de Colombia, Sede Bogotá",95
Osaka University,1385
Osho Ingenieria Ltda.,1077
OSP International CALA S.A.S,1386
Osservatorio Astronomico di Brera - INAF - OA-Brera,2200
Ostbayerische Technische Hochschule Regensburg - OTH ,1709
Otto von Guericke University Magdeburg,1634
Owens Illinois Peldar - O-I Peldar,728
Oyempaques C.A.,1076
P&P Proyectos S.A.S.,764
P.V.C. Gerfor S.A.,763
Pacific Northwest National Laboratory - PNNL,1635
Palmas Oleaginosas de Cáscara LTDA,2090
Parque Industrial Malambo S.A. - PRIMSA,733
Parques Nacionales Naturales de Colombia,2501
Partequipos S.A.,1387
PAVCO S.A.,734
Payc S.A.,1075
Pázmány Péter Catholic University,2400
Pc Smart S.A.S.,735
Pegaflex De Colombia Ltda.,736
Pegatex Artecola S.A,737
Peoples' Friendship University of Russia - RUDN,232
PEPSICO alimentos Colombia,2089
PERENCO Colombia LTDA,2419
PERFORMANCE SPECIALITY PRODUCTS COLOMBIA S.A.S.,2356
PERFUMERIA COSMETICOS Y FARMACEUTICOS LTDA.,2357
PERSOM EMPRESA DE SERVICIOS TEMPORALES S.A.S.,2358
Peter the Great St. Petersburg Polytechnic University,2201
Petrobras,1074
Petrocasinos S.A.,1064
Petrochem y Bioenergy S.A.S.,612
Petroherramientas y servicios ltda,1859
Petrominerales Ltda.,1073
Pharmetique Labs,686
Phe Apps S.A.S.,1072
Phi Beta Kappa Society,2478
Philips Colombiana S.A.S.,213
Philips Lighting Colombiana S.A.S.,1839
Pierburg Pump Technology GmbH,739
Pildo Labs,1953
Pinturas y acabados 3P S.A.S,740
Pixel Studios,1875
PL Ingeniería S.A.S,1071
Placas Modulares S.A.S.,1388
Placecol S.A.,1389
Plastilene S.A.,1070
Plastipack S.A.,741
Plinco S.A.,1390
Poligrow Colombia S.A.S.,1391
Polimerica S.A.S.,1392
Politechnika Łódzka - Lodz University of Technology,1393
Politécnico Colombiano Jaime Isaza Cadavid,155
Politécnico Colombo Andino,900
Politécnico De Las Américas,904
Politecnico di Bari,1817
Politecnico di Milano,214
Politecnico di Torino,215
Politécnico Indes,2441
Politécnico Internacional,1866
Politécnico Unión Europea,57
Pontificia Universidad Católica de Chile - PUC,341
Pontificia Universidad Católica de Valparaíso - PUCV,1636
Pontificia Universidad Católica del Ecuador - PUCE,1395
Pontificia Universidad Católica del Perú - PUCP,1745
Pontificia Universidad Javeriana,36
Pontifícia Universidade Católica de Minas Gerais,350
Pontifícia Universidade Católica do Paraná - PUCPR,1396
Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio,342
Porvenir S.A.,583
Positiva Compañia de Seguros S.A.,1397
Postamar Ltda.,1068
Power and Energy Systems Solutions - Soluciones para Sistemas de Energia Y Potencia S.A.S.,1398
Powersun S.A.S.,742
Prabyc Ingenieros S.A.S,1067
Praco Didacol S.A.,1066
Pracol S.A.S.,1065
"Precision 2000, Inc.",743
Preflex S.A.,744
Premodulares Ltda.,745
Prevención y Logística Ingeniería Especializada Ltda.,746
PREVEO S.A.S.,1825
Pro-Eléctricos Ltda.,1401
PROALCO BEAKERT S.A.S. (PRODUCTORA DE ALAMBRES COLOMBIANOS),2359
Proamérica S.A.S,747
Proamérica S.A.S.,1399
Proasem S.A.,748
Procafecol S.A.,2082
Procalidad S.A.,749
PROCESOS Y OPERACIONES LTDA.,2360
Process Solutions and Equipment S.A.S.,1400
ProCibernetica S.A.,1062
Procter & Gamble Colombia Ltda - P&G,751
Productora de cables Procables S.A.S.,1063
Productores de Lubricantes S.A. - Prolub ,752
Productos de Aseo el Jaguar S.A.S.,1061
Productos Familia S.A.,576
Productos G.C. Ltda.,1060
Productos Naturales de la Sabana S.A. - Alquería,754
Productos Nutrí Equinos S.A.S.,755
Productos Químicos Panamericanos S.A.,756
Productos Ramo S.A.,1059
Productos Roche S.A.,1058
Proelectricos Ltda.,757
Proenfar S.A.S.,758
Profactor GmbH - Upper Austrian Reaserch Group - UAR,2384
Profes En Casa,899
Profesionales Corrosión LTDA - Procorr,750
Profit S.A.S.,1057
Programa de Investigación en Tránsito y Transporte - PIT,731
Programa de las Naciones Unidas para el Desarrollo - United Nations Development Programme - UNDP - PNUD,1402
Project Management Institute,2477
Projection Core Consulting S.A.S.,1056
Proplantas S.A.,1055
Proquinal S.A.,759
Prosein de Colombia S.A.S.,1543
PROSUIN DE COLOMBIA S.A.S.,2361
Protabaco S.A.S.,760
Protecsa S.A.,1054
Proteicol S.A.,1053
Protela S.A.,761
Protisa Colombia S.A.,1403
Proyectar Construccion S.A.S.,1404
Proyecto Kalú,2502
Proyectos de Ingenieria y Desarrollos S.A.S.,1405
Proyectos Generales de Ingeniería S.A.S.,1051
PSL Productora de Software S.A.,1406
Pukyong National University - PKNU,1407
Purdue University,216
Purotodo S.A.S.,1408
PVC LEO S.A.,1050
Qfc S.A.S.,765
Qoopa S.A.S.,766
Quala S.A.,767
Quantil S.A.S.,1409
Quarks Company S.A.S.,565
Queen's University,1049
Quintero Leather S.A.S.,1410
Quirurgil S.A.S.,768
Quisol Ltda.,1048
R&R Media Group LLC,1047
Radiall,769
Ramfe S.A.S.,1046
Rapiscol S.A.,1045
RAPSODEE Research Centre UMR CNRS,2030
Raycal S.A.S.,770
Recol Pinturas S.A.S.,771
Red Colombiana de Calidad del Software,1044
Red Colombiana de Semilleros de Investigación - REDCOLSI,31
Red de Macro Universidades de América Latina y el Caribe,2202
Red Expertos LTDA.,1522
Red Iberoamericana de Biotecnología Isla Negra - RIABIN,2203
Red Verde Ecológica,2055
"Redondo Optics, Inc.",772
REFINANCIA S.A.S.,2362
Regeneracion Ltda.,773
Renfort - Apoyo Escolar ,2455
Renosa S.A.S.,1043
Rensselaer Polytechnic Institute,200
Rensselaer Polytechnic Institute,1637
Repreventas de Bogotá S.A,774
Repsol Technology Center,1638
Republica de Colombia - Cámara de Representantes,2404
Restrepo Comercial Interandina Cía. LTDA.,1411
Reymar Steel Co.,1042
RG Ltda.,775
Rheinische Friedrich-Wilhelms-Universität,1717
Riaño Construcciones Ltda.,776
RICOH COLOMBIA S.A.,2363
Rmp Services S.A.S.,1412
Robert Bosch GmbH,777
Robert R. McCormick School of Engineering and Applied Science,1639
Robótica Colombia S.A.S.,1041
ROBOTICA COLOMBIA S.A.S.,2364
Rockwell Colombia S.A.,1413
Rodríguez & Londoño S.A. - RYLSA,778
Rohm and Haas Company,779
ROKK3RLABS COLOMBIA S.A.S.,2365
Rolls-Royce,780
Ronald Camacho Soluciones S.A.S.,1040
"Royal Holloway, University of London - RHUL",1640
RT Ingeniería S.A.S.,1039
RTRC  COLOMBIA LTDA  (ROSEN GRUOUP),2366
Ruhr-Universität Bochum - RUB,1641
Ruiz Fajardo Ingenieros Asociados S.A.S.,1038
Russian State Social University - RGSU,1746
Ruta INTI,1914
RWTH Aachen University,1642
Ryerson University,2205
Saeta International Sport Wear Ltda.,781
Saicon Ingeniería S.A.S.,1544
Saint Louis University - SLU,1747
Saint-Gobain Colombia S.A.S.,1831
Saludplus Instituto De Educacion Para El Trabajo Y Desarrollo Humano S A S,2438
Sandab Inversiones LTDA.,1414
Sanicoc S.A.S.,1036
Santillana de Seguridad Vigilancia Privada Ldta.,1035
SAP SE,1034
Sapienza-Università di Roma - Sapienza University of Rome,1415
SASL Colombia E.U.,1033
Sauce Consultores S.A.S.,1416
Sauto Ltda.,1032
Scarlett S Flowers S.A.S.,1545
Schaller Design Y Technology S.A.S.,1546
SCHALLER DESING & TECHNOLOGY S.A.S.,2367
Schering-Plough Corporation,783
Schlage Lock de Colombia S.A.,1031
Schlumberger Colombia S.A.,784
SCRUMstudy,1908
Sealed Air Colombia Ltda.,785
Secardeo GmbH,2041
Secretaría de Educación del Distrito Capital,908
Secretaría Distrital de Movilidad - SDM,786
Secretaría General de la Organización de los Estados Americanos - OEA,2206
Seico Technology Ltda.,1030
Senckenberg Gesellschaft für Naturforschung - SGN,2207
Sensorica E Ingeniería S.A.S. - SEI,789
Seoul International Summer School - ISS,2208
Seoul National University - SNU,1712
SERINGTEC S.A.S.,2368
SERINTEG S.A.S,2409
SERTECPET de Colombia S.A,2420
Servicio Alemán de Intercambio Académico (DAAD),2499
Servicio Geológico Colombiano o SGC - INGEOMINAS,1720
Servicio Nacional de Aprendizaje - SENA,99
Servicios Agricolas JB S.A.S.,1029
Servicios Geológicos Integrados Ltda - SIG,792
Servicios Geotécnicos Y Administrativos S.A.S.,1417
Servientrega S.A,793
Serving Ltda.,794
Servinsa S.A.S.,1028
Servintec LTDA.,1418
Serviradar S.A.S.,795
Servitorno Soldadura Ltda. - Sertsol,791
Seven4n - S4N,796
SF Group Solution Finders,1027
SGS Academy Colombia,217
SGS Colombia S.A.,797
Shimane University,1643
Siemens AG,798
Siemens Colombia,1841
Sigma Engineering GmbH,2398
Sigra S.A.,1026
Sihi Pumps Colombia S.A.S.,1025
Sika Colombia S.A.,799
Silkymia Colombia S.A.S,800
Silkymia Colombia S.A.S.,1419
SIMELC Electromecánica S.A.S.,2032
Simgea S.A.S.,1024
Simon Fraser University - SFU,931
Simposio Iberomericano de Adsorción - IBA,61
Sin información,1
Sincosoft Sinco Comunicaciones S.A.S.,1420
Sinduly S.A.S.,801
Sinergias Alianzas Estratégicas para la Salud y el Desarrollo Social,2209
Sinerware S.A.S.,802
Sinthya Química LTDA.,1421
Sip Ltda.,1023
SisteControl Ltda.,1022
Sistemas Andinos de Ingeniería y Planificación - SAIP,1037
Sistemas Insepet CIA LTDA,2062
Sistemas Integrados de Transporte Público Ltda.,1021
Skaphe Tecnologia S.A.S.,803
SKF Latin American Ltda.,804
Skit Consulting Ltda.,1020
"SKY Systems Co., Inc",2210
Slabcode S.A.S,2046
Smart & Simple Engineering S.A.S. - S&S,805
Smart Concrete S.A.S.,1019
Smart Ingeniería LTDA.,1422
Smart Servicios Administrativos y Operativos S.A.S.,1018
Smart Training Society S.A.S,343
SmartBrix Espacios Modulares S.A.S.,1017
Smartpatient Gmbh,1793
SOCIEDAD AGRICOLA DE PALMEROS S.A. - AGROPALMA S.A.,2369
Sociedad Colombiana de Ciencias Químicas,1644
Sociedad Colombiana de Geotecnia,1015
Sociedad Colombiana de Ingenieros,963
Sociedad Cubana de Química,2476
Sociedad Latinoamericana de Ciencia y Tecnología A.C,1921
Sociedad Latinoamericana de Operadores de Monoboyas - SLOM,890
"Sociedad, Economía, Productividad - SEPRO",790
Sociedade Educacional de Santa Catarina - UNISOCIESC,1748
Sociedade Nilza Cordeiro Herdy de Educação e Cultura S/s Ltda - Universidade Unigranrio,1423
Société d'Emboutissage de Bourgogne - Groupe SEB,613
SOCOMEC S.A,1014
SODEXO S.A.S,1828
Soenergy International Colombia S.A.S,1424
Sofia University "St. Kliment Ohridski",2211
Software Colombia,1013
Software Shop de Colombia S.A.S.,2074
Soldaduras West Arco SAS,806
Soletanche-Bachy Cimas S.A.,1425
Solla S.A.,807
Solo Redes Ingenieria S.A.S,808
Soluciones Alumtec S.A.S,2417
Soluciones Finales de Informacion SFI S.A.,1012
Soluciones Financieras Integrales Ltda,1011
Soluciones Omega S.A.,1426
Solving Ingenieros S.A.S.,809
Somajk S.A.S.,1427
Sookmyung Women's University,2212
SOPESA S.A.,2039
Southern Federal University - YuFu,2242
SP Automatizar S.A.S.,810
Sp Geoquim Ingenieros Ltda.,1010
SPIE,1891
SQL Software S.A.,811
ST&T Ltda.,812
Staatliche Lehr-und Versuchsanstalt für Gartenbau Heidelberg,2123
Stanford University,2024
State University of New York,218
State University of New York at Stony Brook - SUNY Stony Brook,1428
Steer Davies & Gleave Limited Sucursal Colombia,813
Steer Davies Gleave,1794
Stiftung Universität Hildesheim - University of Hildesheim,1429
Stockholm Environment Institute - SEI,2213
Stockholms Universitet,219
Subaru de Colombia S.A.,814
Suber S.A.S.,1430
Subsuelo3D S.A.S.,815
Sucroal S.A,816
SUExpansion,1749
Suministros Técnicos e Ingeniería - Suting Ltda,822
Summa Ingeniería Y Consultoría S.A.S.,1547
Summit Systems S.A.S.,1009
Sunshine Bouquet S.A. ,2097
Superintendencia de Industria y Comercio,818
Superintendencia de la Economía Solidaria - Supersolidaria,2214
Superintendencia de Puertos y Transporte,819
Superintendencia de Servicios Públicos Domiciliarios,2406
Superintendencia Financiera de Colombia,1008
Superliner S.A.S.,552
SUPERPOLO S.A.S,820
SUPERPROFE.CO,2000
Superservicios,2070
Supervisa S.A.,1007
SURELIN LTDA.,2370
Sustain-T Project,1431
Sustancias Basicas Colombianas SBC S.A.S,1819
SUTEC S.A.,821
Swiss Federal Institutes of Technology,1645
Swiss federal laboratories for materials science and technology - EMPA,2047
Swiss Foundation for Technical Cooperation - Swisscontact,1880
Swiss Tropical and Public Health Institute (Swiss TPH),2507
Swissarom S.A.S. ,2045
Symrise Ltda.,823
Syracuse University,220
T&T Transito Y Transporte Ingeniería S.A.S.,1006
T-Mega Consultores S.A.S.,1441
Tachyon Consultores,825
Talleres Autorizados S.A.,1432
Tandem Insourcing S.A.S.,1433
Tatic Soluciones en Informática,2075
Tayfer de Colombia Ltda.,826
Team Foods Colombia S.A.,827
TECH DATA S.A. COLOMBIA S.A.S.,2372
Technische Hochschule Ingolstadt - THI,344
Technische Universität Berlin - TUB,221
Technische Universität Clausthal - TU Clausthal,2016
Technische Universität Darmstadt - TU Darmstadt,345
Technische Universität Dortmund,1004
Technische Universität Dortmund - TU Dortmund,858
Technische Universität Dresden - TUD,346
Technische Universität Graz,859
Technische Universität Hamburg - TUHH,829
Technische Universität Ilmenau,308
Technische Universität Kaiserslautern - TUK,968
Technische Universität München - TUM,60
Technische Universität Wien - TU Wien,933
Technische Universiteit Delft,382
Technische Universiteit Eindhoven,961
Technodrill SAS,830
Technology Ideas Solutions and Knowledge - TISOK Ltda.,847
TechnoTeam Bildverarbeitung GmbH,1003
Tecmmas S.A.S.,1434
Tecmo LTDA.,1646
TECNALIA Research & Innovation,2053
Tecniacrilicos LTDA.,1435
Tecnicas Colombianas de Ingenieria T.C.I.,824
Tecnicos En Combustión Y Tratamiento de Aguas TECCA S.A.S.,828
Tecnintegral S.A.S.,838
Tecnoalimenticia LTDA.,1436
Tecnológico de Antioquia - Institución universitaria,1863
Tecnológico Nacional de México - TECNM,2392
Tecser Laboratorios S.A.,831
Tecur S.A.S.,1002
Télécom École de management,1437
TELECOM Lille - TELECOM Lille 1 - ENIC,1438
Télécom Paris Tech,347
Telecom SudParis -  Telecom INT,1439
Telefónica,833
Televideo S.A.,1001
Telmex Colombia S.A.,836
Tempolink S.A.S.,1000
Teppack Colombia LTDA,839
TES America Andina SAS,841
Tetra Pak Ltda,999
Texas Instruments,842
Texas Instruments Deutschland GmbH,843
Textilia S.A.S,2422
The Adecco Group,393
The Center for Development research,2396
The Coca-Cola Company,844
The Dow Chemical Company,540
The Hague University of Applied Sciences,1750
"The Imperial College of Science, Technology and Medicine",199
The Linde Group,304
The New School: A University in New York City,1714
The Pennsylvania State University - Penn State,938
The University of Minnesota,282
The University of Seoul - UOS,1751
The University of Texas at Arlington - UTA,1647
The University of Texas at Austin - UT,1440
The University of the West Indies - UWI,2215
Thermochill S.A.,998
Thomas Greg & Sons de Colombia S.A.S.,997
Tigo UNE,845
Tipiel S.A.,846
Tms Corporation S.A.S.,1549
TMSCLOUD S.A.S.,1548
TNT Express,996
Tohoku University,2385
Tōkyō Daigaku,238
Tokyo University of Marine Science and Technology,1442
Topteam Talentos S.A.S,848
Tornado de Colombia S.A.S.,849
Torrecid Sucursal Colombia,995
Torrescamara y Cia De Obras S.A. Sucursal Colombia,1443
TOTAL Ingenieria y Analisis Ltda.,850
Total Office Ltda,994
Toyota Technological Institute,1902
Transconsult Sucursal Colombia,993
Transformadores S.A,2096
Transmilenio S.A.,851
Transparencia por Colombia,2014
Transport Systems S.A.S.,1444
Transporte Y Comercio Internacional Ltda.,1445
TRATAMIENTOS QUIMICOS INDUSTRIALES S.A.S.,2373
TRICALCAR - Tejiendo Redes inalámbricas Comunitarias en América Latina y el Caribe,2475
Tropenbos International,2216
TU Ilmenau - Institute for Information Technology,1648
TURGAS S.A. E.S.P.,852
Udemy,1900
Un Cuarto Tech,309
UN CUARTO TECH S.A.S.,2371
Uncompany socieda anonima comercial S.A.S,992
UNESCO-IHE - Institute for Water Education,1649
Unidad de Informática y Comunicaciones - UIFCE,1877
Unidad de Servicios Penitenciarios y Carcelarios - USPEC,2100
UNIDAD EDUCATIVA MUNICIPAL CIUDAD EBENEZER,2440
Unilever Andina Ltda.,991
UNILEVER COLOMBIA SCC SAS ,2374
Unión de Aseguradores Colombianos - Fasecolda,2217
Unión Europea,2503
Union Temporal ITB,853
Unipalma S.A.,1446
Unirubber S.A.S.,990
Unisys De Colombia S.A.,989
United States Department of Agriculture - USDA,1650
Universal de Racores y Perfiles Ltda.,854
Universal Learning LTDA.,1550
Universal Sec S.A.S.,988
Universidad Agraria de La Habana “Fructuoso Rodríguez Pérez” - UNAH,2185
Universidad Anáhuac Cancún,2500
Universidad Anáhuac México Sur - UAMS,1752
Universidad Andina Simón Bolívar - UASB,2218
Universidad Andrés Bello - UNAB,1651
Universidad Antonio Nariño,91
Universidad Autónoma Agraria Antonio Narro - UAAAN,2219
Universidad Autónoma Chapingo - UACh,1753
Universidad Autónoma de Baja California - UABC,1652
Universidad Autónoma de Bucaramanga,40
Universidad Autónoma de Chiapas - UNACH,1708
Universidad Autónoma de Chihuahua - UACH,1653
Universidad Autónoma de Ciudad Juárez - UACJ,1447
Universidad Autónoma de Coahuila - UAdeC,1754
Universidad Autónoma de Colombia,64
Universidad Autónoma de Guerrero - UAGro,2220
Universidad Autónoma de Madrid,87
Universidad Autónoma de Manizales,65
Universidad Autónoma de México,63
Universidad Autónoma de Nuevo León - UANL,381
Universidad Autónoma de Occidente,62
Universidad Autónoma de San Luis Potosí - UASLP,1654
Universidad Autonoma de Sinaloa - UAS,856
Universidad Autónoma de Sinaloa - UAS,1722
Universidad Autónoma de Tamaulipas - UAT,2221
Universidad Autónoma de Tlaxcala - UAT,2222
Universidad Autónoma de Zacatecas - UAZ,2225
Universidad Autónoma del Caribe,86
Universidad Autónoma del Carmen - UNACAR,2223
Universidad Autónoma del Estado de Hidalgo - UAEH,1929
Universidad Autónoma del Estado de México - UAEMEX,1926
Universidad Autonoma Del Estado De Morelos - UAEM,88
Universidad Autónoma Metropolitana - UAM,1655
Universidad Autónoma Metropolitana Iztapalapa,2399
Universidad Carlos III de Madrid,224
Universidad Casa Grande,2224
Universidad Católica Andrés Bello - UCAB,349
Universidad Católica de Colombia,127
Universidad Católica de Cuenca,1851
Universidad Católica de Manizalez,156
Universidad Católica de Oriente,157
Universidad Católica de Pereira,158
Universidad Católica de Temuco,2226
Universidad Católica del Norte - UCN,2227
Universidad Central "Marta Abreu" de Las Villas - UCLV,1656
Universidad Central de Colombia,1874
Universidad Central de Venezuela - UCV,964
Universidad Central del Ecuador,2228
Universidad Colegio Mayor De Cundinamarca,72
Universidad Colegio Mayor De Nuestra Señora Del Rosario,28
Universidad Complutense de Madrid,225
Universidad Cooperativa De Colombia,105
Universidad Cuauhtémoc,986
Universidad de Alcalá - UAH,1448
Universidad de Alicante,226
Universidad de Almería,1657
Universidad De Antioquia,103
Universidad de Antofagasta - UA,2230
Universidad de Boyacá - UNIBOYACA,159
Universidad de Buenos Aires - UBA,352
Universidad de Burgos - UBu,2231
Universidad de Cádiz,1719
Universidad de Caldas,160
Universidad de Cantabria,228
Universidad de Carabobo - UC,1449
Universidad de Cartagena,161
Universidad de Castilla-La Mancha - UCLM,1658
Universidad de Chile,372
Universidad de Ciencias y Artes de Chiapas,2122
Universidad de Ciencias y Humanidades - UCH,1755
Universidad de Cienfuegos,229
Universidad de Colima,1756
Universidad de Concepción - UdeC,1757
Universidad de Córdoba,162
Universidad de Córdoba,2025
Universidad de Cordoba - España,1707
Universidad de Costa Rica - UCR,1861
Universidad De Cundinamarca,71
Universidad de Curazao,2512
Universidad de El Salvador - UES,1872
Universidad de Especialidades Espíritu Santo - UEES,2232
Universidad de Extremadura - UEX ,1450
Universidad de Granada,230
Universidad de Guadalajara - UdeG,377
"Universidad de Guanajuato, benemérita y autónoma - UG",373
Universidad de Ibagué,128
Universidad de Investigación de Tecnología Experimental Yachay - Universidad Yachay - Yachay Tech,2233
Universidad de Investigación y Desarrollo - UDI,1849
Universidad de Jaén - UJA - UJAEN,1452
Universidad de la Amazonía,163
Universidad de la Coruña,1966
Universidad de la Empresa - UDE,1758
Universidad de la Guajira,164
Universidad de La Habana - UH,374
Universidad de la Laguna,2134
Universidad de la República - Udelar,2234
Universidad de la República - Udelar,1759
Universidad de la Rioja - UR,1453
Universidad de la Sabana,129
Universidad de la Salle,165
Universidad de La Serena,1760
Universidad de las Artes - UA,2235
Universidad de las Artes de la República de Ecuador,2508
Universidad de las Fuerzas Armadas - ESPE,1887
Universidad de Las Palmas de Gran Canaria,233
Universidad de León,2092
Universidad de Letonia,2504
Universidad de los Andes,94
Universidad De Los Llanos,102
Universidad de Málaga - UMA,1454
Universidad de Medellín,166
Universidad de Murcia,1803
Universidad De Nariño,67
Universidad de Navarra,235
Universidad de Oviedo - UO,1455
Universidad de Pamplona,167
Universidad de Panamá - UP,1456
Universidad de Piura - UDEP,1457
Universidad de Puerto Rico - UPR,380
Universidad de Salamanca - USAL,1458
Universidad de San Buenaventura,130
Universidad de San Carlos de Guatemala - USAC,1459
Universidad de Santander,168
Universidad de Santiago de Chile - Usach,1659
Universidad de Sevilla,237
Universidad de Sonora - UNISON,2237
Universidad de Sucre,169
Universidad de Talca - UTALCA,1761
Universidad de Valencia - Universitat de València-Estudi General - UV,1762
Universidad de Valladolid - Uva,1460
Universidad de Valparaíso - UV,2238
Universidad de Xi'an Jiaotong,1961
Universidad de Zaragoza,239
Universidad del Atlántico,170
Universidad del Azuay - UDA,1461
Universidad del Bío-Bío,356
Universidad Del Bosque,66
Universidad Del Cauca,70
Universidad del Magdalena,171
Universidad del Museo Social Argentino - UMSA,2240
Universidad del Norte - Uninorte,357
Universidad del Quindío,172
Universidad del Rosario,29
Universidad del Salvador - USAL,2241
Universidad del Tolima,174
Universidad del Valle,175
Universidad Distrital Francisco José De Caldas,68
Universidad EAFIT,131
Universidad Estatal Paulista "Júlio de Mesquita Filho" - UNESP,1660
Universidad Estatal Social de Rusia,2515
Universidad Externado de Colombia,176
Universidad Francisco De Paula Santander,69
Universidad ICESI,112
Universidad Incca de Colombia,178
Universidad Industrial De Santander - UIS,111
Universidad Intercultural del Estado de México - UIEM,1710
Universidad Internacional de Andalucía,243
Universidad Internacional de La Rioja,244
Universidad Internacional Menéndez Pelayo,245
Universidad Jorge Tadeo Lozano,110
Universidad la Gran Colombia,179
Universidad Libre De Colombia,107
